1.00E-04,1.00E-02,5.73E+02,2.34E-04
2.00E-04,1.00E-02,5.73E+02,4.96E-04
5.00E-04,1.00E-02,5.73E+02,1.22E-03
1.00E-03,1.00E-02,5.73E+02,2.08E-03
2.00E-03,1.00E-02,5.73E+02,4.44E-03
5.00E-03,1.00E-02,5.73E+02,8.70E-03
1.00E-02,1.00E-02,5.73E+02,1.18E-02
2.00E-02,1.00E-02,5.73E+02,1.41E-02
5.00E-02,1.00E-02,5.73E+02,1.36E-02
1.00E-01,1.00E-02,5.73E+02,1.04E-02
2.00E-01,1.00E-02,5.73E+02,6.33E-03
5.00E-01,1.00E-02,5.73E+02,3.03E-03
1.00E+00,1.00E-02,5.73E+02,1.49E-03
2.00E+00,1.00E-02,5.73E+02,8.46E-04
5.00E+00,1.00E-02,5.73E+02,2.88E-04
1.00E+01,1.00E-02,5.73E+02,1.73E-04
2.00E+01,1.00E-02,5.73E+02,7.46E-05
1.00E-02,1.00E-04,5.73E+02,1.39E-05
1.00E-02,2.00E-04,5.73E+02,5.93E-05
1.00E-02,5.00E-04,5.73E+02,3.25E-04
1.00E-02,1.00E-03,5.73E+02,9.26E-04
1.00E-02,2.00E-03,5.73E+02,3.01E-03
1.00E-02,5.00E-03,5.73E+02,8.36E-03
1.00E-02,1.00E-02,5.73E+02,1.16E-02
1.00E-02,2.00E-02,5.73E+02,1.89E-02
1.00E-02,5.00E-02,5.73E+02,2.21E-02
1.00E-02,1.00E-01,5.73E+02,2.09E-02
1.00E-02,2.00E-01,5.73E+02,2.41E-02
1.00E-02,5.00E-01,5.73E+02,2.52E-02
1.00E-02,1.00E+00,5.73E+02,2.58E-02
1.00E-02,2.00E+00,5.73E+02,2.69E-02
1.00E-02,5.00E+00,5.73E+02,2.31E-02
1.00E-02,1.00E+01,5.73E+02,2.67E-02
1.00E-02,2.00E+01,5.73E+02,2.29E-02
1.00E-04,1.00E-02,6.23E+02,3.98E-02
2.00E-04,1.00E-02,6.23E+02,8.18E-02
5.00E-04,1.00E-02,6.23E+02,1.96E-01
1.00E-03,1.00E-02,6.23E+02,3.76E-01
2.00E-03,1.00E-02,6.23E+02,6.36E-01
5.00E-03,1.00E-02,6.23E+02,1.50E+00
1.00E-02,1.00E-02,6.23E+02,2.21E+00
2.00E-02,1.00E-02,6.23E+02,2.48E+00
5.00E-02,1.00E-02,6.23E+02,2.88E+00
1.00E-01,1.00E-02,6.23E+02,2.14E+00
2.00E-01,1.00E-02,6.23E+02,1.14E+00
5.00E-01,1.00E-02,6.23E+02,5.81E-01
1.00E+00,1.00E-02,6.23E+02,2.95E-01
2.00E+00,1.00E-02,6.23E+02,1.57E-01
5.00E+00,1.00E-02,6.23E+02,7.17E-02
1.00E+01,1.00E-02,6.23E+02,3.27E-02
2.00E+01,1.00E-02,6.23E+02,1.81E-02
1.00E-02,1.00E-04,6.23E+02,2.56E-03
1.00E-02,2.00E-04,6.23E+02,1.15E-02
1.00E-02,5.00E-04,6.23E+02,5.23E-02
1.00E-02,1.00E-03,6.23E+02,1.69E-01
1.00E-02,2.00E-03,6.23E+02,5.04E-01
1.00E-02,5.00E-03,6.23E+02,1.44E+00
1.00E-02,1.00E-02,6.23E+02,2.26E+00
1.00E-02,2.00E-02,6.23E+02,3.11E+00
1.00E-02,5.00E-02,6.23E+02,3.24E+00
1.00E-02,1.00E-01,6.23E+02,3.59E+00
1.00E-02,2.00E-01,6.23E+02,3.51E+00
1.00E-02,5.00E-01,6.23E+02,4.12E+00
1.00E-02,1.00E+00,6.23E+02,3.63E+00
1.00E-02,2.00E+00,6.23E+02,3.92E+00
1.00E-02,5.00E+00,6.23E+02,3.90E+00
1.00E-02,1.00E+01,6.23E+02,3.87E+00
1.00E-02,2.00E+01,6.23E+02,3.78E+00
1.00E-04,1.00E-02,6.73E+02,2.77E+00
2.00E-04,1.00E-02,6.73E+02,4.94E+00
5.00E-04,1.00E-02,6.73E+02,1.33E+01
1.00E-03,1.00E-02,6.73E+02,2.61E+01
2.00E-03,1.00E-02,6.73E+02,4.77E+01
5.00E-03,1.00E-02,6.73E+02,9.04E+01
1.00E-02,1.00E-02,6.73E+02,1.51E+02
2.00E-02,1.00E-02,6.73E+02,2.13E+02
5.00E-02,1.00E-02,6.73E+02,2.22E+02
1.00E-01,1.00E-02,6.73E+02,1.54E+02
2.00E-01,1.00E-02,6.73E+02,1.17E+02
5.00E-01,1.00E-02,6.73E+02,4.88E+01
1.00E+00,1.00E-02,6.73E+02,2.68E+01
2.00E+00,1.00E-02,6.73E+02,1.59E+01
5.00E+00,1.00E-02,6.73E+02,6.06E+00
1.00E+01,1.00E-02,6.73E+02,2.80E+00
2.00E+01,1.00E-02,6.73E+02,1.59E+00
1.00E-02,1.00E-04,6.73E+02,1.73E-01
1.00E-02,2.00E-04,6.73E+02,6.34E-01
1.00E-02,5.00E-04,6.73E+02,3.38E+00
1.00E-02,1.00E-03,6.73E+02,1.13E+01
1.00E-02,2.00E-03,6.73E+02,3.53E+01
1.00E-02,5.00E-03,6.73E+02,9.15E+01
1.00E-02,1.00E-02,6.73E+02,1.54E+02
1.00E-02,2.00E-02,6.73E+02,2.18E+02
1.00E-02,5.00E-02,6.73E+02,2.83E+02
1.00E-02,1.00E-01,6.73E+02,2.76E+02
1.00E-02,2.00E-01,6.73E+02,3.21E+02
1.00E-02,5.00E-01,6.73E+02,3.02E+02
1.00E-02,1.00E+00,6.73E+02,2.73E+02
1.00E-02,2.00E+00,6.73E+02,2.80E+02
1.00E-02,5.00E+00,6.73E+02,2.91E+02
1.00E-02,1.00E+01,6.73E+02,3.19E+02
1.00E-02,2.00E+01,6.73E+02,3.26E+02
1.00E-04,1.00E-02,7.23E+02,7.78E+01
2.00E-04,1.00E-02,7.23E+02,1.30E+02
5.00E-04,1.00E-02,7.23E+02,3.81E+02
1.00E-03,1.00E-02,7.23E+02,6.49E+02
2.00E-03,1.00E-02,7.23E+02,1.24E+03
5.00E-03,1.00E-02,7.23E+02,3.19E+03
1.00E-02,1.00E-02,7.23E+02,5.13E+03
2.00E-02,1.00E-02,7.23E+02,7.51E+03
5.00E-02,1.00E-02,7.23E+02,8.03E+03
1.00E-01,1.00E-02,7.23E+02,6.86E+03
2.00E-01,1.00E-02,7.23E+02,4.80E+03
5.00E-01,1.00E-02,7.23E+02,2.67E+03
1.00E+00,1.00E-02,7.23E+02,1.33E+03
2.00E+00,1.00E-02,7.23E+02,7.80E+02
5.00E+00,1.00E-02,7.23E+02,2.87E+02
1.00E+01,1.00E-02,7.23E+02,1.36E+02
2.00E+01,1.00E-02,7.23E+02,7.24E+01
1.00E-02,1.00E-04,7.23E+02,3.52E+00
1.00E-02,2.00E-04,7.23E+02,1.12E+01
1.00E-02,5.00E-04,7.23E+02,6.79E+01
1.00E-02,1.00E-03,7.23E+02,2.63E+02
1.00E-02,2.00E-03,7.23E+02,7.43E+02
1.00E-02,5.00E-03,7.23E+02,2.67E+03
1.00E-02,1.00E-02,7.23E+02,4.51E+03
1.00E-02,2.00E-02,7.23E+02,6.94E+03
1.00E-02,5.00E-02,7.23E+02,9.84E+03
1.00E-02,1.00E-01,7.23E+02,1.20E+04
1.00E-02,2.00E-01,7.23E+02,1.30E+04
1.00E-02,5.00E-01,7.23E+02,1.16E+04
1.00E-02,1.00E+00,7.23E+02,1.28E+04
1.00E-02,2.00E+00,7.23E+02,1.28E+04
1.00E-02,5.00E+00,7.23E+02,1.26E+04
1.00E-02,1.00E+01,7.23E+02,1.32E+04
1.00E-02,2.00E+01,7.23E+02,1.30E+04
