1.0000000000E-03,5.0000000000E-03,2.5826600000E-04
2.0000000000E-03,5.0000000000E-03,5.1597500000E-04
5.0000000000E-03,5.0000000000E-03,1.2879350000E-03
7.0000000000E-03,5.0000000000E-03,1.8001780000E-03
1.0000000000E-02,5.0000000000E-03,2.5682190000E-03
2.0000000000E-02,5.0000000000E-03,5.1032800000E-03
5.0000000000E-02,5.0000000000E-03,1.2522556000E-02
7.0000000000E-02,5.0000000000E-03,1.7148558000E-02
1.0000000000E-01,5.0000000000E-03,2.3985111000E-02
2.0000000000E-01,5.0000000000E-03,4.5289399000E-02
5.0000000000E-01,5.0000000000E-03,9.7338178000E-02
7.0000000000E-01,5.0000000000E-03,1.1798530000E-01
1.0000000000E+00,5.0000000000E-03,1.4841646000E-01
2.0000000000E+00,5.0000000000E-03,2.0287072000E-01
5.0000000000E+00,5.0000000000E-03,2.8259044000E-01
7.0000000000E+00,5.0000000000E-03,2.9685725000E-01
1.0000000000E+01,5.0000000000E-03,2.6883698000E-01
